Employee_ID,Age,Career_Stage,Skills,Training_Participation,Certifications,Performance_Metrics,Skill_Gaps
1993,45,Senior,Leadership,173,0,0.950139953,AI/ML
1994,50,Senior,AI/ML,189,3,0.887225454,Cybersecurity
1995,26,Mid-Career,Leadership,410,1,0.74495519,5G
1996,46,Mid-Career,AI/ML,511,3,0.037716832,Cybersecurity
1997,33,Entry-Level,Cybersecurity,335,3,0.68954107,Cybersecurity
1998,27,Entry-Level,Cybersecurity,231,1,0.694777382,AI/ML
1999,42,Mid-Career,AI/ML,47,3,0.970666201,Cybersecurity
2000,30,Entry-Level,5G,494,4,0.459900828,5G
2001,40,Senior,Leadership,365,4,0.667152231,AI/ML
2002,29,Senior,AI/ML,182,3,0.719106158,Leadership
2003,54,Mid-Career,Leadership,384,2,0.102179545,AI/ML
2004,53,Senior,Leadership,8,3,0.929899311,AI/ML
2005,48,Senior,Cybersecurity,194,0,0.698330484,5G
2006,58,Entry-Level,AI/ML,150,2,0.491161859,Cybersecurity
2007,45,Mid-Career,Leadership,418,3,0.340430488,AI/ML
2008,44,Entry-Level,5G,205,1,0.299960145,Leadership
2009,28,Entry-Level,AI/ML,312,3,0.826205549,Leadership
2010,22,Mid-Career,AI/ML,365,0,0.127959964,Leadership
2011,39,Mid-Career,5G,164,1,0.189759232,5G
2012,19,Senior,Cybersecurity,189,1,0.162932962,Leadership
2013,27,Mid-Career,5G,126,3,0.647105672,Cybersecurity
2014,57,Mid-Career,Cybersecurity,37,4,0.527359237,Cybersecurity
2015,36,Mid-Career,Leadership,341,2,0.761528265,Cybersecurity
2016,33,Mid-Career,Cybersecurity,395,1,0.513591674,5G
2017,45,Senior,AI/ML,135,3,0.660282274,Leadership
2018,18,Mid-Career,Leadership,507,2,0.581782307,5G
2019,39,Mid-Career,Cybersecurity,507,4,0.837018426,Leadership
2020,55,Senior,Leadership,415,3,0.456736499,Leadership
2021,51,Entry-Level,Leadership,535,1,0.295755035,AI/ML
2022,23,Entry-Level,AI/ML,254,1,0.701965074,5G
2023,48,Senior,Cybersecurity,156,0,0.623712364,Cybersecurity
2024,25,Mid-Career,5G,197,4,0.53264272,5G
2025,59,Mid-Career,Cybersecurity,452,2,0.360691138,5G
2026,34,Mid-Career,Cybersecurity,480,3,0.887506865,AI/ML
2027,45,Senior,5G,557,1,0.032274859,5G
2028,57,Mid-Career,5G,4,1,0.797742622,AI/ML
2029,44,Senior,Cybersecurity,531,3,0.886325553,Cybersecurity
2030,22,Entry-Level,AI/ML,279,1,0.768174004,Leadership
2031,40,Mid-Career,AI/ML,65,1,0.716543278,AI/ML
2032,45,Mid-Career,Leadership,39,0,0.472044459,AI/ML
2033,57,Entry-Level,AI/ML,174,3,0.104486978,5G
2034,43,Entry-Level,AI/ML,360,3,0.058614816,AI/ML
2035,34,Entry-Level,5G,321,4,0.269751121,Leadership
2036,18,Entry-Level,Cybersecurity,349,1,0.37916441,Leadership
2037,45,Entry-Level,Cybersecurity,329,0,0.349516579,5G
2038,42,Senior,Leadership,260,2,0.96119255,Cybersecurity
2039,24,Senior,Leadership,134,2,0.912866534,Cybersecurity
2040,32,Mid-Career,AI/ML,392,3,0.527409982,Cybersecurity
2041,32,Mid-Career,Cybersecurity,7,3,0.76610908,5G
2042,35,Entry-Level,5G,430,3,0.077747952,Cybersecurity
2043,30,Entry-Level,AI/ML,31,2,0.254699944,Leadership
2044,57,Entry-Level,Leadership,458,4,0.507244245,Leadership
2045,36,Mid-Career,Cybersecurity,112,3,0.914717938,5G
2046,46,Senior,Leadership,238,0,0.971081322,5G
2047,37,Mid-Career,5G,72,2,0.52368498,Cybersecurity
2048,36,Mid-Career,Cybersecurity,476,4,0.425418764,Cybersecurity
2049,43,Mid-Career,Leadership,223,0,0.515447328,5G
2050,31,Entry-Level,5G,177,0,0.776823117,5G
2051,20,Senior,AI/ML,545,0,0.895543915,Leadership
2052,50,Entry-Level,5G,297,4,0.342978431,Cybersecurity
2053,50,Entry-Level,AI/ML,294,2,0.41236991,AI/ML
2054,24,Senior,Leadership,96,4,0.010892857,5G
2055,42,Mid-Career,5G,429,2,0.257269245,AI/ML
2056,58,Entry-Level,Cybersecurity,291,1,0.59878465,5G
2057,33,Entry-Level,5G,557,3,0.237960552,AI/ML
2058,55,Senior,Cybersecurity,260,4,0.012647076,Leadership
2059,54,Senior,Cybersecurity,581,3,0.990563646,Leadership
2060,56,Mid-Career,Cybersecurity,343,4,0.409821685,5G
2061,55,Senior,Cybersecurity,517,0,0.659030901,Leadership
2062,50,Senior,5G,557,1,0.851043791,Leadership
2063,42,Entry-Level,5G,356,0,0.251971116,Cybersecurity
2064,38,Senior,Leadership,127,0,0.809301624,Leadership
2065,31,Senior,Leadership,279,2,0.989046812,Leadership
2066,58,Senior,Leadership,529,3,0.428131737,5G
2067,41,Entry-Level,Cybersecurity,390,4,0.611491994,5G
2068,57,Entry-Level,Leadership,8,2,0.482411033,5G
2069,33,Mid-Career,5G,296,4,0.164986008,AI/ML
2070,22,Senior,Cybersecurity,220,3,0.661291354,5G
2071,47,Mid-Career,Cybersecurity,372,0,0.930152078,Leadership
2072,38,Entry-Level,AI/ML,156,0,0.410483175,Cybersecurity
2073,59,Mid-Career,Cybersecurity,310,3,0.461948266,Cybersecurity
2074,28,Mid-Career,5G,214,3,0.773052088,Cybersecurity
2075,55,Senior,5G,329,2,0.219939369,5G
2076,22,Entry-Level,5G,251,4,0.702301211,AI/ML
2077,18,Mid-Career,AI/ML,398,4,0.913780985,Cybersecurity
2078,30,Entry-Level,Leadership,42,2,0.775671866,Cybersecurity
2079,33,Senior,Leadership,547,1,0.202267457,AI/ML
2080,43,Mid-Career,AI/ML,2,3,0.098345307,Leadership
2081,22,Senior,AI/ML,91,0,0.993454683,5G
2082,43,Senior,5G,563,1,0.844910887,Cybersecurity
2083,27,Entry-Level,Cybersecurity,523,0,0.633663221,Cybersecurity
2084,28,Mid-Career,5G,210,0,0.678528492,Leadership
2085,54,Mid-Career,Leadership,486,2,0.271309992,Leadership
2086,27,Entry-Level,Leadership,424,3,0.093075987,5G
2087,18,Mid-Career,Leadership,422,3,0.834848406,Cybersecurity
2088,19,Senior,Cybersecurity,220,0,0.91272939,5G
2089,22,Mid-Career,Cybersecurity,350,1,0.7040267,Leadership
2090,20,Mid-Career,Cybersecurity,269,3,0.642479531,Cybersecurity
2091,20,Senior,Cybersecurity,553,2,0.963282448,AI/ML
2092,57,Mid-Career,5G,487,3,0.490979008,Leadership
2093,34,Senior,Leadership,463,2,0.9961097,Leadership
2094,20,Mid-Career,Leadership,334,2,0.836838088,AI/ML
2095,38,Senior,Leadership,552,4,0.498604708,5G
2096,22,Mid-Career,5G,342,2,0.038950355,AI/ML
2097,46,Entry-Level,Leadership,58,2,0.267907601,AI/ML
2098,23,Entry-Level,AI/ML,60,3,0.253523469,AI/ML
2099,57,Mid-Career,Cybersecurity,498,2,0.390408901,Leadership
2100,58,Mid-Career,Cybersecurity,323,3,0.487606923,Leadership
2101,55,Entry-Level,5G,7,4,0.540368004,Cybersecurity
2102,48,Senior,5G,317,4,0.431338569,AI/ML
2103,52,Senior,AI/ML,86,0,0.101194824,Leadership
2104,21,Entry-Level,Cybersecurity,157,3,0.66004311,5G
2105,57,Entry-Level,Leadership,340,4,0.304538338,AI/ML
2106,58,Mid-Career,Leadership,520,2,0.534056179,Cybersecurity
2107,56,Mid-Career,Cybersecurity,524,2,0.853468613,Cybersecurity
2108,36,Entry-Level,AI/ML,496,2,0.840066726,Leadership
2109,46,Senior,5G,464,0,0.30866538,Leadership
2110,24,Mid-Career,AI/ML,49,1,0.477850898,Cybersecurity
2111,39,Senior,AI/ML,29,0,0.329503677,AI/ML
2112,58,Mid-Career,Cybersecurity,598,4,0.855375944,Cybersecurity
2113,34,Mid-Career,AI/ML,108,0,0.519733309,AI/ML
2114,58,Mid-Career,Cybersecurity,356,2,0.564940162,5G
2115,22,Mid-Career,5G,566,4,0.450611903,Leadership
2116,30,Mid-Career,AI/ML,330,3,0.512145359,Cybersecurity
2117,47,Mid-Career,5G,599,3,0.464035787,Leadership
2118,45,Mid-Career,Leadership,298,2,0.390757397,AI/ML
2119,50,Senior,AI/ML,437,4,0.83209749,5G
2120,55,Entry-Level,Cybersecurity,59,2,0.83851193,5G
2121,52,Senior,AI/ML,476,1,0.997614041,AI/ML
2122,20,Senior,Cybersecurity,178,4,0.034340243,5G
2123,40,Mid-Career,Cybersecurity,133,0,0.047291546,Cybersecurity
2124,59,Mid-Career,5G,324,2,0.741288299,AI/ML
2125,42,Senior,Cybersecurity,269,4,0.927097305,AI/ML
2126,30,Mid-Career,Leadership,215,4,0.547737196,Leadership
2127,19,Senior,AI/ML,554,3,0.358066532,Leadership
2128,45,Mid-Career,Cybersecurity,315,0,0.233753117,Cybersecurity
2129,23,Senior,AI/ML,250,4,0.386236789,Leadership
2130,23,Entry-Level,AI/ML,88,2,0.766035224,Leadership
2131,41,Mid-Career,AI/ML,171,3,0.564452325,AI/ML
2132,23,Senior,AI/ML,548,2,0.963726504,5G
2133,48,Entry-Level,Cybersecurity,258,3,0.584764645,5G
2134,52,Mid-Career,Leadership,38,1,0.571975859,5G
2135,18,Entry-Level,AI/ML,175,0,0.451762303,AI/ML
2136,55,Senior,AI/ML,517,0,0.062934131,5G
2137,53,Entry-Level,5G,555,0,0.733711968,Leadership
2138,40,Mid-Career,5G,433,2,0.404058913,Leadership
2139,41,Entry-Level,5G,458,1,0.143418219,Leadership
2140,49,Senior,5G,419,0,0.038648022,AI/ML
2141,30,Mid-Career,AI/ML,435,0,0.342653487,AI/ML
2142,44,Entry-Level,AI/ML,115,2,0.948344659,AI/ML
2143,50,Entry-Level,Cybersecurity,306,0,0.967545344,AI/ML
2144,39,Senior,Leadership,112,2,0.742580655,Cybersecurity
2145,58,Mid-Career,Cybersecurity,167,2,0.640334974,Leadership
2146,24,Entry-Level,AI/ML,196,0,0.518184804,Cybersecurity
2147,25,Mid-Career,Leadership,441,2,0.544699373,5G
2148,38,Senior,5G,264,3,0.408281757,AI/ML
2149,52,Senior,5G,309,1,0.086457194,Leadership
2150,33,Entry-Level,5G,569,0,0.896671874,AI/ML
2151,41,Senior,AI/ML,178,2,0.7662399,Cybersecurity
2152,24,Entry-Level,5G,560,4,0.827879047,5G
2153,46,Mid-Career,5G,158,0,0.283182718,Cybersecurity
2154,42,Senior,5G,499,0,0.613818311,Cybersecurity
2155,23,Mid-Career,Cybersecurity,316,3,0.542835734,AI/ML
2156,29,Senior,Leadership,370,4,0.942052746,AI/ML
2157,32,Entry-Level,5G,571,1,0.867068286,5G
2158,33,Mid-Career,AI/ML,55,2,0.465526699,AI/ML
2159,22,Entry-Level,Leadership,220,2,0.395141121,AI/ML
2160,54,Senior,Leadership,572,1,0.399037659,AI/ML
2161,52,Senior,AI/ML,145,4,0.53125574,Cybersecurity
2162,31,Mid-Career,Leadership,65,1,0.989597768,5G
2163,31,Entry-Level,5G,441,0,0.119798545,Cybersecurity
2164,24,Mid-Career,5G,301,0,0.499940942,Leadership
2165,31,Mid-Career,Leadership,559,0,0.349972603,Leadership
2166,51,Entry-Level,AI/ML,44,2,0.467731765,Leadership
2167,55,Senior,Leadership,22,0,0.302129386,5G
2168,34,Senior,Leadership,312,3,0.100872254,Leadership
2169,47,Senior,Leadership,153,1,0.106444488,AI/ML
2170,37,Entry-Level,Cybersecurity,41,4,0.919962894,Leadership
2171,21,Senior,5G,290,4,0.954786347,Cybersecurity
2172,50,Entry-Level,Cybersecurity,22,1,0.42766941,Cybersecurity
2173,32,Entry-Level,5G,151,0,0.877960546,Cybersecurity
2174,36,Senior,5G,521,3,0.932073586,Leadership
2175,42,Entry-Level,AI/ML,61,0,0.800465424,AI/ML
2176,20,Entry-Level,AI/ML,493,4,0.964622518,5G
2177,41,Entry-Level,AI/ML,129,3,0.491615234,AI/ML
2178,41,Senior,AI/ML,442,1,0.916504201,AI/ML
2179,36,Entry-Level,Cybersecurity,353,1,0.599289731,AI/ML
2180,40,Mid-Career,Cybersecurity,131,4,0.827552456,Leadership
2181,41,Entry-Level,AI/ML,239,2,0.053184643,AI/ML
2182,36,Entry-Level,5G,549,4,0.898011436,Leadership
2183,37,Senior,AI/ML,229,1,0.731331524,5G
2184,22,Senior,Cybersecurity,236,1,0.642001532,Cybersecurity
2185,44,Entry-Level,Leadership,43,3,0.290476856,AI/ML
2186,54,Senior,Cybersecurity,31,3,0.407667835,5G
2187,52,Entry-Level,AI/ML,103,0,0.319735805,AI/ML
2188,50,Mid-Career,5G,305,1,0.397549551,5G
2189,52,Senior,5G,192,3,0.588475556,AI/ML
2190,26,Entry-Level,Leadership,275,4,0.100781869,Cybersecurity
2191,49,Senior,Cybersecurity,237,3,0.99938147,Leadership
2192,25,Entry-Level,Leadership,123,2,0.116723677,Leadership
2193,21,Mid-Career,Leadership,216,2,0.598378634,Cybersecurity
2194,48,Mid-Career,Cybersecurity,596,0,0.887899662,5G
2195,52,Senior,AI/ML,212,1,0.448577152,AI/ML
2196,57,Senior,5G,101,1,0.785487058,Leadership
2197,19,Mid-Career,5G,48,4,0.738657311,Cybersecurity
2198,41,Entry-Level,Cybersecurity,257,4,0.77774443,Leadership
2199,21,Entry-Level,Cybersecurity,143,3,0.380456749,AI/ML
2200,40,Mid-Career,Leadership,64,0,0.966757741,Leadership
2201,44,Senior,5G,463,0,0.350869384,Cybersecurity
2202,32,Entry-Level,Cybersecurity,584,2,0.179556257,5G
2203,33,Entry-Level,AI/ML,301,0,0.629681326,AI/ML
2204,46,Mid-Career,Cybersecurity,6,1,0.802443071,Cybersecurity
2205,52,Entry-Level,Cybersecurity,597,0,0.494164357,Leadership
2206,43,Senior,Cybersecurity,460,4,0.057007304,Leadership
2207,36,Mid-Career,Cybersecurity,590,0,0.524865864,Leadership
2208,50,Senior,AI/ML,422,3,0.718885228,5G
2209,22,Mid-Career,Leadership,102,2,0.051981856,AI/ML
2210,45,Mid-Career,Leadership,430,0,0.894175158,AI/ML
2211,28,Mid-Career,AI/ML,518,2,0.051840136,5G
2212,45,Senior,AI/ML,191,3,0.478444141,5G
2213,48,Mid-Career,AI/ML,326,3,0.844455088,Cybersecurity
2214,35,Senior,AI/ML,114,4,0.331034294,5G
2215,26,Mid-Career,Cybersecurity,556,3,0.721269286,AI/ML
2216,53,Entry-Level,Cybersecurity,342,4,0.766546267,Cybersecurity
2217,31,Senior,Cybersecurity,8,2,0.638006588,AI/ML
2218,20,Senior,AI/ML,222,2,0.931710044,AI/ML
2219,47,Mid-Career,5G,382,3,0.465355677,AI/ML
2220,48,Senior,Leadership,100,4,0.854853684,Leadership
2221,58,Mid-Career,AI/ML,565,4,0.218535735,Cybersecurity
2222,41,Mid-Career,AI/ML,20,0,0.289519942,AI/ML
2223,46,Senior,AI/ML,210,1,0.11925024,AI/ML
2224,23,Senior,Cybersecurity,422,4,0.248949921,Cybersecurity
2225,30,Mid-Career,Leadership,197,1,0.385906329,Leadership
2226,31,Senior,5G,128,1,0.324441657,Leadership
2227,58,Mid-Career,Leadership,564,4,0.347673864,Cybersecurity
2228,51,Entry-Level,Leadership,179,0,0.333889778,Leadership
2229,27,Entry-Level,AI/ML,461,4,0.718784744,AI/ML
2230,48,Senior,AI/ML,429,1,0.233054248,5G
2231,24,Entry-Level,AI/ML,30,2,0.183797792,5G
2232,56,Entry-Level,Leadership,326,2,0.284582836,Cybersecurity
2233,38,Entry-Level,Cybersecurity,435,4,0.372254194,Cybersecurity
2234,29,Mid-Career,5G,434,4,0.049062745,5G
2235,52,Entry-Level,Cybersecurity,397,2,0.125278565,AI/ML
2236,30,Senior,AI/ML,279,4,0.806256145,Leadership
2237,50,Mid-Career,AI/ML,44,3,0.346462762,AI/ML
2238,40,Senior,Leadership,367,1,0.052197732,Cybersecurity
2239,42,Senior,5G,166,1,0.142179244,AI/ML
2240,48,Entry-Level,Leadership,515,4,0.369615393,AI/ML
2241,20,Entry-Level,5G,187,4,0.280157907,AI/ML
2242,57,Mid-Career,5G,293,3,0.836043592,Cybersecurity
2243,25,Entry-Level,Leadership,334,1,0.753765306,5G
2244,28,Senior,Leadership,159,2,0.813702559,5G
2245,42,Mid-Career,Leadership,3,0,0.515172033,Cybersecurity
2246,53,Entry-Level,Leadership,382,0,0.152973682,Leadership
2247,36,Senior,AI/ML,302,3,0.61947029,AI/ML
2248,32,Entry-Level,AI/ML,497,3,0.798413468,5G
2249,56,Entry-Level,5G,505,2,0.319493326,AI/ML
2250,42,Entry-Level,Cybersecurity,585,4,0.493976338,Leadership
2251,43,Senior,AI/ML,598,1,0.919714444,Leadership
2252,59,Mid-Career,AI/ML,462,1,0.660809047,Leadership
2253,54,Mid-Career,Cybersecurity,323,1,0.857518764,Leadership
2254,59,Mid-Career,Leadership,385,1,0.729080767,5G
2255,45,Entry-Level,Leadership,388,2,0.62770652,Leadership
2256,21,Entry-Level,Cybersecurity,309,4,0.770255909,Cybersecurity
2257,27,Entry-Level,Cybersecurity,41,0,0.334129476,AI/ML
2258,30,Mid-Career,5G,206,3,0.971488323,Leadership
2259,39,Senior,5G,163,3,0.341326196,5G
2260,37,Entry-Level,Leadership,11,4,0.113750218,Cybersecurity
2261,47,Senior,AI/ML,593,4,0.007669954,Leadership
2262,48,Senior,Leadership,168,4,0.872538924,AI/ML
2263,43,Mid-Career,Cybersecurity,358,4,0.353715311,Cybersecurity
2264,22,Mid-Career,Cybersecurity,432,0,0.081987904,Cybersecurity
2265,54,Mid-Career,5G,400,0,0.830354786,5G
2266,20,Entry-Level,5G,352,1,0.443597688,Leadership
2267,57,Mid-Career,Cybersecurity,194,0,0.653904529,Cybersecurity
2268,34,Mid-Career,AI/ML,126,1,0.52315166,5G
2269,39,Mid-Career,Leadership,235,2,0.038498681,AI/ML
2270,52,Senior,Cybersecurity,562,0,0.906195586,AI/ML
2271,22,Mid-Career,AI/ML,6,4,0.203867103,Cybersecurity
2272,29,Senior,Cybersecurity,165,1,0.715029926,Leadership
2273,28,Entry-Level,5G,557,3,0.898365427,AI/ML
2274,41,Mid-Career,AI/ML,145,0,0.080731032,AI/ML
2275,23,Senior,5G,122,1,0.267037168,Leadership
2276,19,Entry-Level,AI/ML,328,3,0.310826259,AI/ML
2277,51,Entry-Level,Leadership,396,0,0.38789575,AI/ML
2278,49,Entry-Level,5G,557,3,0.541246517,5G
2279,59,Senior,Cybersecurity,387,1,0.687063021,Cybersecurity
2280,21,Entry-Level,5G,566,4,0.164128922,5G
2281,23,Mid-Career,Leadership,108,4,0.173766363,AI/ML
2282,22,Entry-Level,Cybersecurity,38,0,0.725251245,5G
2283,18,Entry-Level,Cybersecurity,67,2,0.146507401,5G
2284,45,Entry-Level,Cybersecurity,438,3,0.995471218,Leadership
2285,18,Mid-Career,Cybersecurity,220,4,0.474159242,Cybersecurity
2286,44,Entry-Level,Leadership,488,0,0.956285289,AI/ML
2287,38,Entry-Level,Leadership,572,3,0.302658724,AI/ML
2288,45,Entry-Level,Cybersecurity,151,3,0.947151703,5G
2289,23,Mid-Career,Leadership,31,4,0.101811761,Leadership
2290,47,Senior,Leadership,482,2,0.682408102,AI/ML
2291,28,Entry-Level,AI/ML,481,1,0.085527409,Cybersecurity
2292,44,Senior,Cybersecurity,297,3,0.745884779,Leadership
2293,35,Mid-Career,Cybersecurity,306,0,0.328647816,AI/ML
2294,20,Entry-Level,5G,379,1,0.937126209,Cybersecurity
2295,42,Senior,AI/ML,104,3,0.309983783,AI/ML
2296,35,Mid-Career,Leadership,302,0,0.808020116,AI/ML
2297,49,Mid-Career,Cybersecurity,550,0,0.045010776,5G
2298,34,Senior,Leadership,523,4,0.876916376,Cybersecurity
2299,49,Entry-Level,AI/ML,102,1,0.521218907,5G
2300,48,Entry-Level,Cybersecurity,0,3,0.285796722,AI/ML
2301,20,Mid-Career,Cybersecurity,531,1,0.217419123,Cybersecurity
2302,24,Senior,Cybersecurity,191,2,0.100569057,Leadership
2303,57,Senior,5G,458,0,0.900443678,AI/ML
2304,53,Senior,Cybersecurity,121,2,0.951708075,5G
2305,26,Entry-Level,Leadership,517,4,0.703647936,AI/ML
2306,36,Senior,Cybersecurity,392,1,0.974962379,Leadership
2307,21,Senior,Leadership,141,1,0.900757986,Cybersecurity
2308,51,Mid-Career,AI/ML,485,1,0.904925794,Leadership
2309,51,Entry-Level,Leadership,322,0,0.42292514,AI/ML
2310,19,Mid-Career,Cybersecurity,132,3,0.39998639,5G
2311,54,Entry-Level,5G,103,3,0.242350985,Leadership
2312,32,Mid-Career,Cybersecurity,467,3,0.718472902,Leadership
2313,25,Senior,AI/ML,565,2,0.850569024,Leadership
2314,54,Senior,Cybersecurity,247,1,0.02729953,Leadership
2315,56,Senior,Leadership,386,2,0.342150068,Leadership
2316,19,Senior,5G,65,0,0.536921701,Leadership
2317,59,Mid-Career,5G,129,2,0.057197829,Cybersecurity
2318,44,Mid-Career,AI/ML,157,0,0.916162533,AI/ML
2319,50,Mid-Career,Cybersecurity,526,1,0.143380408,AI/ML
2320,40,Mid-Career,AI/ML,48,0,0.001315468,Cybersecurity
2321,45,Entry-Level,Cybersecurity,357,3,0.20064363,AI/ML
2322,20,Mid-Career,5G,110,3,0.801388811,Leadership
2323,54,Senior,5G,555,0,0.108013822,5G
2324,33,Entry-Level,5G,26,2,0.054526255,Cybersecurity
2325,51,Entry-Level,AI/ML,179,0,0.880716626,Cybersecurity
2326,42,Mid-Career,5G,544,2,0.523672746,Leadership
2327,26,Mid-Career,AI/ML,144,1,0.150880083,5G
2328,49,Senior,5G,579,4,0.510144022,Leadership
2329,53,Mid-Career,Leadership,548,3,0.367089479,5G
2330,53,Senior,Leadership,396,1,0.703005696,Leadership
2331,28,Mid-Career,AI/ML,190,3,0.835694921,Cybersecurity
2332,32,Mid-Career,5G,435,4,0.876328573,5G
2333,22,Senior,Cybersecurity,399,4,0.699457357,AI/ML
2334,38,Entry-Level,5G,587,1,0.673926413,Leadership
2335,51,Entry-Level,Cybersecurity,597,3,0.677810231,Leadership
2336,25,Entry-Level,Cybersecurity,579,2,0.413657043,Cybersecurity
2337,35,Senior,5G,61,0,0.817885431,AI/ML
2338,46,Mid-Career,Leadership,75,2,0.444640789,Leadership
2339,33,Entry-Level,AI/ML,235,3,0.862467796,Cybersecurity
2340,33,Entry-Level,5G,54,2,0.439048684,Cybersecurity
2341,50,Entry-Level,5G,284,1,0.714490812,AI/ML
2342,21,Senior,Cybersecurity,19,2,0.857257026,Leadership
2343,25,Entry-Level,Leadership,64,2,0.534295689,5G
2344,38,Mid-Career,Leadership,462,4,0.779375257,Leadership
2345,47,Mid-Career,Cybersecurity,586,4,0.011079647,5G
2346,50,Entry-Level,Cybersecurity,548,0,0.638053921,Leadership
2347,18,Entry-Level,5G,231,0,0.435630907,5G
2348,31,Entry-Level,5G,29,4,0.134344917,Cybersecurity
2349,34,Senior,AI/ML,128,0,0.113136646,5G
2350,52,Mid-Career,Cybersecurity,417,0,0.114419451,Leadership
2351,54,Mid-Career,AI/ML,28,4,0.117177828,5G
2352,35,Senior,Cybersecurity,156,1,0.241085243,5G
2353,31,Mid-Career,Leadership,221,4,0.779926115,5G
2354,49,Senior,AI/ML,373,2,0.539436194,5G
2355,57,Entry-Level,5G,215,1,0.620962287,AI/ML
2356,31,Entry-Level,AI/ML,287,2,0.950193187,AI/ML
2357,51,Senior,5G,371,4,0.738370114,Leadership
2358,27,Mid-Career,5G,477,1,0.388412185,AI/ML
2359,34,Senior,5G,202,2,0.105568301,Cybersecurity
2360,55,Senior,Cybersecurity,90,3,0.089925503,Leadership
2361,54,Mid-Career,AI/ML,506,2,0.668034906,Leadership
2362,20,Entry-Level,5G,95,2,0.660085585,Cybersecurity
2363,46,Mid-Career,AI/ML,51,1,0.067497334,5G
2364,44,Entry-Level,AI/ML,393,3,0.082777595,Cybersecurity
2365,39,Mid-Career,AI/ML,21,3,0.184406679,5G
2366,37,Mid-Career,Cybersecurity,225,1,0.272192875,AI/ML
2367,48,Mid-Career,5G,420,3,0.475753318,5G
2368,36,Entry-Level,5G,284,3,0.234395581,AI/ML
2369,23,Entry-Level,AI/ML,263,2,0.024819597,Leadership
2370,28,Senior,AI/ML,341,0,0.850719446,AI/ML
2371,39,Entry-Level,5G,112,0,0.833847616,AI/ML
2372,26,Senior,AI/ML,575,0,0.757039942,AI/ML
2373,18,Mid-Career,Cybersecurity,545,3,0.190599271,AI/ML
2374,34,Entry-Level,Leadership,588,0,0.522615684,AI/ML
2375,21,Senior,Leadership,38,2,0.006695676,Leadership
2376,29,Entry-Level,Leadership,32,0,0.761601102,Cybersecurity
2377,38,Senior,Cybersecurity,97,0,0.982356694,AI/ML
2378,44,Entry-Level,5G,68,3,0.193177091,Leadership
2379,27,Mid-Career,AI/ML,492,2,0.695082716,AI/ML
2380,58,Entry-Level,Cybersecurity,215,4,0.624135601,Cybersecurity
2381,48,Entry-Level,Cybersecurity,582,0,0.793656488,AI/ML
2382,48,Senior,5G,187,4,0.080565336,AI/ML
2383,40,Senior,Cybersecurity,360,1,0.232200076,Cybersecurity
2384,45,Senior,Leadership,258,1,0.908097594,Cybersecurity
2385,35,Entry-Level,Leadership,224,3,0.009008083,AI/ML
2386,38,Senior,Leadership,543,2,0.81288182,AI/ML
2387,19,Mid-Career,Cybersecurity,275,4,0.418394111,Leadership
2388,59,Senior,AI/ML,599,4,0.01512837,Leadership
2389,28,Mid-Career,Cybersecurity,263,3,0.316961819,Cybersecurity
2390,52,Senior,Cybersecurity,469,1,0.468202196,Cybersecurity
2391,39,Entry-Level,Cybersecurity,172,0,0.870199503,AI/ML
2392,38,Entry-Level,5G,526,1,0.630388761,Cybersecurity
2393,39,Entry-Level,Cybersecurity,13,0,0.62629543,Leadership
2394,24,Senior,5G,96,2,0.037506563,Leadership
2395,20,Entry-Level,5G,352,0,0.988011076,5G
2396,22,Mid-Career,5G,332,2,0.268375085,Leadership
2397,35,Mid-Career,Cybersecurity,421,4,0.171278863,Cybersecurity
2398,39,Mid-Career,Cybersecurity,314,3,0.218626773,Leadership
2399,24,Entry-Level,Leadership,16,2,0.833070693,Cybersecurity
2400,38,Entry-Level,Leadership,146,0,0.101300118,5G
2401,32,Mid-Career,Leadership,413,4,0.373563143,AI/ML
2402,32,Senior,Cybersecurity,258,3,0.838722217,AI/ML
2403,56,Senior,Leadership,128,4,0.641258975,AI/ML
2404,38,Entry-Level,Cybersecurity,265,2,0.508984255,Leadership
2405,55,Mid-Career,Cybersecurity,321,0,0.989712765,AI/ML
2406,18,Entry-Level,AI/ML,575,3,0.735404774,5G
2407,38,Entry-Level,Leadership,210,4,0.765593968,Cybersecurity
2408,26,Senior,5G,278,0,0.947006209,Cybersecurity
2409,53,Senior,5G,29,1,0.290985969,AI/ML
